Format Version,1.25,Take Name,Take 2026-01-03 06.50.43 PM,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2026-01-03 06.50.47.145 午後,Capture Start Frame,724866,Total Frames in Take,2292,Total Exported Frames,2292,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
304,3.040000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001484,0.344402,-0.000841,0.938821,476.830170,73.116455,563.678467,490.955505,76.319984,545.402283,485.921783,68.759712,585.735840,469.450012,77.225731,543.015930,460.993378,70.160385,580.559814,490.959198,76.332634,545.401184,485.862793,68.755165,585.706726,469.452881,77.207726,543.039978,461.044891,70.170166,580.565186
305,3.050000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001367,0.344422,-0.000703,0.938814,476.834198,73.117020,563.678589,490.957703,76.323067,545.401428,485.928223,68.766136,585.736145,469.451843,77.221191,543.015808,460.999146,70.157677,580.560913,490.958527,76.337372,545.398438,485.870422,68.760216,585.709473,469.457642,77.201828,543.039673,461.049622,70.168472,580.566162
306,3.060000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001338,0.344404,-0.000802,0.938820,476.837860,73.111130,563.679810,490.962585,76.312599,545.402832,485.930328,68.761429,585.738281,469.456970,77.214012,543.016296,461.001678,70.156494,580.561951,490.966187,76.327606,545.401245,485.868317,68.754959,585.708740,469.458893,77.192421,543.045837,461.057343,70.169273,580.562683
307,3.070000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001370,0.344447,-0.000783,0.938804,476.836731,73.115471,563.681274,490.959747,76.318481,545.403259,485.931274,68.764275,585.738586,469.453857,77.219765,543.018799,461.002136,70.159363,580.564697,490.962738,76.332047,545.400513,485.873169,68.758598,585.712891,469.455811,77.200409,543.046387,461.054626,70.170639,580.564880
308,3.080000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001296,0.344401,-0.000766,0.938822,476.837280,73.112648,563.680481,490.961823,76.314484,545.403442,485.929993,68.765038,585.739258,469.456146,77.213692,543.016663,461.001251,70.157402,580.562622,490.963654,76.325638,545.401855,485.870972,68.762024,585.709717,469.460602,77.196709,543.043762,461.053070,70.166069,580.565735
309,3.090000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001346,0.344383,-0.000866,0.938828,476.834869,73.119324,563.678650,490.960815,76.318481,545.402161,485.925781,68.769112,585.737671,469.455383,77.222549,543.014709,460.997559,70.167183,580.560120,490.965271,76.331741,545.399780,485.869629,68.763527,585.711975,469.457092,77.204483,543.037109,461.046844,70.177444,580.565125
310,3.100000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001403,0.344390,-0.000795,0.938825,476.829834,73.115807,563.682251,490.955170,76.319138,545.406128,485.921509,68.763039,585.740417,469.449646,77.221512,543.019043,460.993042,70.159531,580.563538,490.955414,76.331200,545.405273,485.863220,68.758476,585.714478,469.453430,77.203911,543.044067,461.046844,70.169525,580.564575
311,3.110000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001396,0.344364,-0.000869,0.938835,476.828827,73.115974,563.682251,490.955627,76.316231,545.406677,485.918640,68.763405,585.741211,469.450348,77.221359,543.018372,460.990662,70.162926,580.562805,490.960114,76.328178,545.403442,485.856476,68.759445,585.714233,469.452576,77.204720,543.041321,461.045135,70.171448,580.569458
312,3.120000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001369,0.344387,-0.000843,0.938826,476.825500,73.117546,563.681152,490.951172,76.318184,545.404724,485.916748,68.766296,585.739807,469.445740,77.221764,543.017517,460.988403,70.163956,580.562622,490.956390,76.330498,545.402405,485.859161,68.761742,585.713379,469.446503,77.204285,543.041809,461.039276,70.173515,580.566284
313,3.130000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001344,0.344375,-0.000915,0.938831,476.830048,73.118454,563.679993,490.956573,76.315651,545.403687,485.920166,68.768272,585.739319,469.451294,77.221542,543.015808,460.992157,70.168365,580.561340,490.958649,76.326584,545.401123,485.860840,68.764656,585.714722,469.453888,77.205666,543.039856,461.046143,70.176826,580.563843
314,3.140000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001370,0.344393,-0.000818,0.938824,476.829102,73.116096,563.681641,490.954437,76.317703,545.405151,485.920807,68.764847,585.740173,469.448883,77.220360,543.018250,460.992371,70.161469,580.563232,490.956146,76.333664,545.403259,485.863403,68.757217,585.713440,469.452911,77.198944,543.042542,461.043335,70.174339,580.566956
315,3.150000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001333,0.344419,-0.000758,0.938815,476.839783,73.116959,563.685974,490.963623,76.320023,545.408630,485.933289,68.767578,585.744019,469.457855,77.219635,543.022827,461.004364,70.160606,580.568542,490.968811,76.331566,545.405334,485.873749,68.763901,585.717529,469.459198,77.203217,543.046814,461.056580,70.169029,580.573425
316,3.160000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001354,0.344444,-0.000941,0.938805,476.838715,73.117363,563.685120,490.962708,76.313789,545.406677,485.931885,68.766624,585.743042,469.457123,77.220901,543.021973,461.003174,70.168144,580.568787,490.964905,76.325096,545.404236,485.871582,68.762947,585.716431,469.460510,77.204491,543.046326,461.057159,70.176834,580.572571
317,3.170000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001378,0.344424,-0.000817,0.938813,476.842468,73.112999,563.683228,490.966583,76.314896,545.405884,485.935638,68.761353,585.741028,469.460907,77.217636,543.020325,461.006805,70.158127,580.565796,490.967499,76.328423,545.403687,485.874969,68.755959,585.714050,469.465393,77.198753,543.045227,461.061371,70.168701,580.569275
318,3.180000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001371,0.344409,-0.000787,0.938819,476.840515,73.115189,563.683411,490.965027,76.318062,545.406494,485.933228,68.763947,585.741455,469.459381,77.219505,543.020264,461.004517,70.159225,580.565430,490.967529,76.331673,545.404358,485.870911,68.757721,585.718262,469.460876,77.201637,543.039795,461.062317,70.169655,580.570435
319,3.190000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001392,0.344401,-0.000892,0.938821,476.835327,73.118652,563.683044,490.960815,76.317917,545.406311,485.926788,68.766212,585.741394,469.455383,77.223862,543.019653,460.998444,70.166626,580.565002,490.960815,76.332344,545.402405,485.868774,68.759674,585.717224,469.460785,77.204353,543.044373,461.050385,70.178024,580.567688
320,3.200000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001381,0.344382,-0.000915,0.938828,476.836517,73.114685,563.685608,490.962891,76.312775,545.409302,485.926910,68.762749,585.744507,469.457611,77.219383,543.021729,460.998840,70.163849,580.566956,490.965515,76.326126,545.407837,485.866180,68.757210,585.717957,469.459991,77.200897,543.044739,461.053833,70.174393,580.571106
321,3.210000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001369,0.344423,-0.000816,0.938813,476.837646,73.114975,563.684265,490.961761,76.316673,545.406860,485.930786,68.763779,585.742188,469.456085,77.219208,543.021301,461.001984,70.160248,580.566895,490.966827,76.329956,545.402039,485.871857,68.759033,585.714966,469.459381,77.201286,543.045288,461.051636,70.169495,580.574280
322,3.220000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001320,0.344385,-0.000771,0.938827,476.836731,73.113716,563.684631,490.961975,76.315971,545.408203,485.928589,68.764915,585.743530,469.456360,77.215836,543.020813,461.000092,70.158165,580.566162,490.965698,76.328125,545.406311,485.867706,68.760353,585.717957,469.457153,77.198471,543.045166,461.055878,70.167854,580.568420
323,3.230000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001343,0.344421,-0.000773,0.938814,476.835754,73.120331,563.685364,490.959656,76.323051,545.407959,485.929230,68.770470,585.743347,469.453888,77.223427,543.022278,461.000336,70.164398,580.567932,490.962555,76.335449,545.406494,485.873627,68.765633,585.717224,469.456512,77.205917,543.045471,461.049683,70.174194,580.571655
324,3.240000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001371,0.344375,-0.000827,0.938831,476.837006,73.112648,563.687622,490.963104,76.313950,545.411621,485.927795,68.761330,585.746460,469.457672,77.216972,543.023865,460.999542,70.158371,580.568604,490.961823,76.326035,545.411926,485.867950,68.757256,585.716492,469.464233,77.199104,543.048645,461.053314,70.168076,580.572510
325,3.250000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001355,0.344457,-0.000825,0.938801,476.835022,73.116241,563.687256,490.957825,76.317238,545.408752,485.929718,68.765717,585.744629,469.451996,77.219833,543.024658,461.000549,70.162193,580.571106,490.961426,76.328552,545.409973,485.873718,68.762016,585.714966,469.453094,77.202248,543.051331,461.051147,70.172028,580.571899
326,3.260000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001298,0.344407,-0.000785,0.938819,476.838989,73.117729,563.688354,490.963409,76.318871,545.411072,485.931824,68.769951,585.747009,469.457672,77.218857,543.024658,461.003052,70.163231,580.570740,490.966614,76.332825,545.407166,485.871277,68.763947,585.722595,469.459747,77.199791,543.049805,461.057648,70.174171,580.573181
327,3.270000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001383,0.344418,-0.000876,0.938815,476.840332,73.113495,563.689148,490.964996,76.313179,545.411865,485.932709,68.761513,585.747253,469.459473,77.218323,543.026001,461.004150,70.160980,580.571655,490.967163,76.325470,545.406128,485.874390,68.757149,585.722839,469.464111,77.201202,543.052246,461.054932,70.170021,580.575073
328,3.280000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001323,0.344399,-0.000905,0.938822,476.838562,73.115532,563.689270,490.964050,76.312592,545.412109,485.929993,68.766357,585.748291,469.458618,77.217720,543.025330,461.001678,70.165482,580.571533,490.967499,76.325821,545.410339,485.871063,68.761375,585.719482,469.461517,77.198837,543.051086,461.053375,70.175941,580.575439
329,3.290000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001327,0.344389,-0.000820,0.938826,476.835541,73.113022,563.689575,490.960938,76.313507,545.412964,485.927185,68.763809,585.748474,469.455383,77.215424,543.025757,460.998749,70.159370,580.571289,490.963135,76.325378,545.411560,485.869843,68.759789,585.720764,469.458923,77.198189,543.050171,461.049500,70.168602,580.575012
330,3.300000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001387,0.344396,-0.000844,0.938823,476.832672,73.116463,563.688904,490.958038,76.317490,545.412354,485.924255,68.764374,585.747253,469.452545,77.221451,543.025513,460.995850,70.162537,580.570496,490.960907,76.328011,545.409363,485.865509,68.761131,585.722656,469.454865,77.206268,543.048706,461.048767,70.170364,580.574036
331,3.310000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001321,0.344429,-0.000777,0.938811,476.838440,73.112106,563.690796,490.962006,76.314140,545.413025,485.932312,68.763275,585.748840,469.456177,77.214241,543.027649,461.003326,70.156776,580.573792,490.963287,76.324257,545.411621,485.874115,68.760170,585.724731,469.458405,77.199066,543.051392,461.057526,70.164886,580.574646
332,3.320000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001251,0.344445,-0.000744,0.938805,476.840118,73.113251,563.691467,490.962708,76.314835,545.412903,485.935211,68.767815,585.749756,469.456696,77.212318,543.028137,461.005859,70.158028,580.575317,490.963837,76.327484,545.411255,485.873383,68.763290,585.721680,469.460938,77.194046,543.053955,461.061615,70.168030,580.578430
333,3.330000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001403,0.344462,-0.000748,0.938799,476.840607,73.116676,563.692078,490.962891,76.321861,545.413879,485.936035,68.764000,585.748718,469.456909,77.222404,543.030151,461.006683,70.158440,580.575684,490.966888,76.335190,545.411255,485.877197,68.758400,585.723206,469.458374,77.204056,543.053955,461.059265,70.168922,580.579346
334,3.340000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001327,0.344474,-0.000898,0.938795,476.842957,73.114159,563.692200,490.965515,76.311615,545.412842,485.937958,68.764793,585.749695,469.459686,77.216522,543.029480,461.008789,70.163704,580.576965,490.969116,76.322861,545.410156,485.879089,68.760864,585.725037,469.460999,77.200241,543.053833,461.062164,70.172554,580.579285
335,3.350000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001365,0.344437,-0.000863,0.938808,476.850464,73.115471,563.695740,490.974274,76.315208,545.417786,485.943909,68.764389,585.753479,469.468597,77.219482,543.032837,461.015076,70.162796,580.578979,490.974396,76.328461,545.416565,485.884949,68.758789,585.727905,469.472260,77.200500,543.058716,461.069763,70.173981,580.579041
336,3.360000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001297,0.344399,-0.000813,0.938822,476.848907,73.113068,563.694763,490.973785,76.313110,545.417664,485.941132,68.765327,585.753723,469.468170,77.214127,543.030884,461.012543,70.159729,580.576965,490.976532,76.327370,545.415039,485.884369,68.758774,585.729553,469.470490,77.194939,543.053833,461.063629,70.171036,580.580261
337,3.370000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001354,0.344422,-0.000785,0.938814,476.845734,73.117294,563.693848,490.969727,76.319839,545.416504,485.939117,68.766846,585.751770,469.463989,77.220894,543.030823,461.010254,70.161606,580.576416,490.972748,76.333893,545.415588,485.879700,68.760788,585.724182,469.465820,77.201035,543.056519,461.064026,70.173302,580.578491
338,3.380000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001338,0.344447,-0.000843,0.938805,476.854004,73.115181,563.698242,490.977295,76.315041,545.419861,485.948120,68.765404,585.755981,469.471527,77.218040,543.035339,461.019104,70.162247,580.581909,490.982788,76.328674,545.416504,485.888550,68.760056,585.728455,469.472748,77.198784,543.062378,461.071198,70.173004,580.585022
339,3.390000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001349,0.344428,-0.000826,0.938811,476.852295,73.112633,563.700562,490.976257,76.313454,545.422852,485.945679,68.762344,585.758545,469.470520,77.215988,543.037476,461.016846,70.158737,580.583435,490.979797,76.324478,545.420959,485.888580,68.758766,585.732788,469.472076,77.199715,543.062500,461.068146,70.167473,580.585510
340,3.400000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001335,0.344441,-0.000742,0.938807,476.850525,73.114441,563.700439,490.973480,76.318192,545.422485,485.945190,68.764992,585.758057,469.467560,77.217216,543.037659,461.015991,70.157379,580.583679,490.974701,76.332542,545.423645,485.885529,68.758492,585.729919,469.469971,77.196808,543.062500,461.071381,70.169762,580.585022
341,3.410000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001353,0.344423,-0.000809,0.938813,476.850800,73.116730,563.704041,490.974884,76.318283,545.426575,485.944031,68.766281,585.762024,469.469147,77.220276,543.040955,461.015228,70.162071,580.586670,490.973022,76.331215,545.428894,485.887909,68.760513,585.735229,469.473572,77.201530,543.063843,461.068329,70.173553,580.587280
342,3.420000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001327,0.344416,-0.000814,0.938816,476.852936,73.112846,563.704163,490.977234,76.313576,545.426758,485.945892,68.763634,585.762573,469.471558,77.215248,543.040771,461.017120,70.158928,580.586792,490.978485,76.329224,545.425354,485.884888,68.756027,585.736511,469.474274,77.193748,543.066650,461.073486,70.172173,580.587769
343,3.430000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001460,0.344464,-0.000787,0.938798,476.853058,73.116852,563.705444,490.975616,76.321915,545.427429,485.948059,68.761368,585.761719,469.469727,77.225082,543.043823,461.018829,70.159058,580.588867,490.979675,76.336571,545.428833,485.889008,68.754494,585.733276,469.469666,77.204414,543.068115,461.073212,70.171776,580.590759
344,3.440000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001416,0.344485,-0.000901,0.938790,476.853058,73.114944,563.706604,490.975372,76.314476,545.427429,485.948273,68.761330,585.763184,469.469543,77.221222,543.044678,461.019073,70.162758,580.591187,490.976288,76.326645,545.428772,485.888092,68.756790,585.734192,469.472504,77.203033,543.069580,461.074768,70.173210,580.592773
345,3.450000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001393,0.344466,-0.000791,0.938798,476.856476,73.116547,563.707947,490.978851,76.319809,545.429443,485.951752,68.764229,585.764771,469.472900,77.221855,543.045898,461.022430,70.160309,580.591797,490.982178,76.334579,545.426270,485.892181,68.757973,585.737305,469.475525,77.201042,543.074585,461.075195,70.172348,580.593018
346,3.460000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001409,0.344416,-0.000850,0.938816,476.854309,73.114189,563.707825,490.979004,76.315521,545.430786,485.946747,68.761024,585.765686,469.473450,77.220154,543.044922,461.018158,70.160065,580.590088,490.979523,76.328278,545.433472,485.891174,68.755707,585.736694,469.476440,77.201172,543.069458,461.069672,70.171455,580.590759
347,3.470000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001378,0.344492,-0.000873,0.938788,476.853729,73.116203,563.707581,490.975555,76.315880,545.428040,485.949615,68.764488,585.764282,469.469604,77.220795,543.045593,461.020203,70.163666,580.592590,490.978241,76.327950,545.429016,485.891937,68.759422,585.738831,469.469788,77.203255,543.068481,461.074554,70.174118,580.593323
348,3.480000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001387,0.344443,-0.000791,0.938806,476.851044,73.114616,563.704651,490.974274,76.317719,545.426819,485.945282,68.762619,585.761963,469.468475,77.219635,543.042175,461.016205,70.158508,580.587830,490.978485,76.332222,545.424622,485.885620,68.756058,585.736328,469.469116,77.199730,543.067078,461.070343,70.170326,580.589966
349,3.490000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001433,0.344430,-0.000901,0.938811,476.854614,73.116837,563.707031,490.979126,76.316765,545.429626,485.947205,68.762428,585.764526,469.473602,77.223846,543.044434,461.018616,70.164330,580.589722,490.980988,76.330406,545.430481,485.889557,68.756454,585.736328,469.475403,77.203636,543.072083,461.072052,70.176643,580.588501
350,3.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001351,0.344419,-0.000820,0.938815,476.856232,73.116089,563.704590,490.980469,76.317154,545.427185,485.949219,68.765739,585.762756,469.474823,77.219528,543.041382,461.020477,70.161942,580.587219,490.983337,76.328850,545.426636,485.888763,68.762581,585.730896,469.479095,77.202011,543.067261,461.072815,70.170776,580.592712
351,3.510000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001421,0.344477,-0.000839,0.938793,476.854370,73.115784,563.707092,490.976654,76.317833,545.428345,485.949707,68.762070,585.763611,469.470795,77.222275,543.045288,461.020447,70.160957,580.591309,490.979065,76.330437,545.426514,485.889923,68.757500,585.735718,469.473877,77.203796,543.072693,461.074036,70.171234,580.593018
352,3.520000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001332,0.344471,-0.000748,0.938796,476.854980,73.116936,563.707947,490.976746,76.320374,545.429077,485.951019,68.767616,585.765015,469.470703,77.219574,543.045654,461.021484,70.160187,580.592224,490.979401,76.333145,545.425659,485.892273,68.762589,585.740601,469.472626,77.201218,543.073120,461.075165,70.170647,580.591858
353,3.530000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-9.348230,1.096900,-18.555401,14.464700,-0.033753,-11.886400,-11.742100,-0.218264,12.618100,6.626090,-0.847829,17.823599,0.001303,0.344452,-0.000762,0.938803,476.854889,73.116234,563.704285,490.977417,76.318420,545.425781,485.950043,68.768295,585.762024,469.471466,77.217575,543.041382,461.020721,70.160660,580.588135,490.979492,76.331886,545.421814,485.888916,68.762398,585.739136,469.473724,77.199234,543.065735,461.076904,70.171288,580.589966
